statementClean,cRelevant,Participant_ID,gameNumber,cumulativeGameNumber,lineNumber
ok so i may not be staying in the middle as much as i want to but i definitely feel more in control of my movements,0,468,7,7,164
how do i move this over here,0,658,1,1,8
im waiting for the 250 millisecond interval and nothing alright,0,20,4,4,549
so once i get it under control mumbles take back,0,432,7,7,193
mumbling letters at beginning screen oqi oqi,0,404,5,5,176
alright jyq,0,16,5,5,347
okay oh okay now i understand so forward is forward and im just moving left and right  if i wanna decrease the speed i actually dont know how to do that,0,468,1,1,8
move in a straight line and shoot,0,300,2,2,275
alright qhd lets go,0,568,1,1,5
oops mumbles alright,0,319,2,2,43
two personal space,0,53,6,6,257
shot way to fast couldve gotten it,0,34,4,4,212
going extremely fast in this game,0,34,1,1,17
turn,0,28,6,6,271
maybe i should stay in here and try and move back,0,29,8,8,556
turn and slow down,0,28,3,3,136
alright,0,16,1,1,24
got hit right away,0,46,7,7,470
stay on the screen come on man,0,739,5,5,55
i need to start moving,0,14,5,5,631
getting used to the sensitivity but i completely expect that once the controls change it will be difficult all over again,0,12,3,3,451
get back into the hexagon,0,300,10,10,423
control the ship,0,454,3,3,169
slow it down,0,454,2,2,155
still cant control this thing,0,26,4,4,52
i guess the rotation is just so fast for me its difficult,0,127,6,6,258
and i have it right within what i need,0,34,4,4,166
turn around,0,28,2,2,74
turn,0,51,5,5,158
and hes moving faster than usual it seems like,0,20,3,3,474
move,0,55,3,3,654
trying to do this with my left hand is definitely hindering my point game,0,818,3,3,38
alright,0,825,1,1,11
p alright this time im finishing positive,0,16,5,5,345
control your speed,0,51,6,6,183
okay i didnt know that those mines could move,0,51,1,1,13
slow it down,0,28,5,5,207
p alright so lets youuu,0,28,3,3,122
rotate rotate rotate come on rotate go,0,127,1,1,197
p slow down bonus missiles,0,50,9,9,108
that velocity scored points are like nothing cause i keep dying,0,12,1,1,373
alright,0,16,8,8,613
actually even though if i stay it just for some reason starts putting me towards the hexagon,0,57,4,4,1022
alright,0,28,5,5,211
not even the dexterity of this but the fact that i dont do well lefthanded,0,127,3,3,229
im kind of spinning right now,0,468,8,8,179
but its harder to control because i cant pull up,0,41,1,1,363
alright same shit,0,16,9,9,685
alright this joystick,0,16,1,1,23
okay so now turn to me okay so that didnt work okay,0,113,4,4,401
it helps if i screen wrap but i know that messes with points oh see went to fast there,0,404,6,6,220
alright its getting a little easier now,0,685,7,7,153
i am going way to fast and it is tough right now,0,34,1,1,46
im able to stay in the control zone a little bit better this time,0,404,2,2,57
we are spinning out of control lets try and even it back out,0,848,1,1,232
okay were positive right now,0,34,4,4,163
clockwise position,0,300,6,6,339
this game is like slowly destroying my confidence at playing games,0,411,6,6,99
g into hyper space,0,14,9,9,805
i feel like im going fast,0,46,1,1,294
i was just staying in the hexagon how did i do that,0,52,3,3,565
nope no i just did a complete circle for some reason,0,818,6,6,138
slow down,0,51,7,7,254
ziu i wanna do that again slow down,0,41,6,6,497
im just flying in space not doing anything right now,0,372,1,1,7
all right good,0,55,6,6,806
i wasnt going too fast i stayed inside the hexagon flying maybe the wrong way but mumbles umm yeah so,0,468,5,5,82
ok mumbling alright got a friendly on the screen take him down ok,0,404,9,9,356
so weird trying to stay slow stay within the hexagon and just circle around the fortress it seems to have forgotten how to shoot,0,848,6,6,325
oh that is a friend alright alright,0,20,7,7,672
no turn,0,33,9,9,844
alright,0,28,9,9,385
im just trying to get the hang of the control,0,404,4,4,165
alright so i cant really stay in the,0,130,4,4,302
trying to control it,0,130,1,1,235
okay so my control was terrible,0,34,4,4,213
i was too slow on the interval that time to get the mine,0,681,3,3,247
is that two yep let me get those yeah right back,0,16,6,6,451
i tryinna slow down and shit,0,16,8,8,664
alright that is a d,0,16,6,6,442
speed a little too fast,0,46,7,7,471
i think oh didnt happen this time alright,0,558,3,3,16
getting used to the controls now,0,432,8,8,203
my ship wrapped around the screen 45 times,0,658,1,1,19
forward,0,55,3,3,656
dangit i keep flying right into him,0,16,4,4,314
slow down,0,51,7,7,282
alright,0,26,3,3,21
slow across the screen straight,0,300,10,10,421
the fort moves slower than i do,0,12,2,2,408
okay now im movin way too fast,0,16,2,2,168
so lets turn,0,54,3,3,352
and turn again,0,28,2,2,76
uh its getting out the screen,0,739,10,10,104
moving too fast again,0,12,2,2,416
trying to slow down,0,130,8,8,361
lets see right now im just trying to decelerate by going in the opposite direction but its really hard,0,130,5,5,306
like i dont know some people cut their steak with their right hand and then they switch hands to like scoop rice or whatever,0,53,4,4,159
its almost impossible to go slow,0,24,1,1,20
thrust left right,0,16,2,2,97
im going backwards,0,468,4,4,52
move,0,14,1,1,468
space fortress is mumbles enemy mine,0,319,7,7,175
alruight right right,0,20,7,7,653
its not like when you get hit by the missiles and the screen starts but its like the mine hits you it freezes,0,818,6,6,133
too slow,0,41,9,9,604
i have no control whatsoever,0,804,6,6,304
but if my theory still proves true as soon as i get the hang of this theyll switch the controls on me,0,53,4,4,184
alright so bouncing off the middle seems to send me in the opposite direction so its not a good way to slow me down,0,468,8,8,178
ah turn turn turn turn  mumbling,0,210,4,4,43
slow slow ah of course,0,53,4,4,164
its just so hard to keep up with everything at the bottom because it changes so much the game just moves so quickly,0,211,9,9,129
p alright good maybe ill get a little better,0,685,1,1,23
i only got 13 shots left,0,54,4,4,362
alright heres the thing,0,28,2,2,67
okay were at 5 right now,0,34,5,5,241
alright alright alright,0,113,10,10,523
x friendly mine try to shoot it alright just hit it,0,404,7,7,268
that hexagon,0,52,10,10,893
alright mine down,0,28,5,5,213
p alright alright oh this is not easier not at all,0,113,1,1,309
definitely try tookay already going counterclockwise,0,468,8,8,188
alright this is very sensitive,0,28,2,2,96
alright get the points,0,51,10,10,453
i wish backwards could do something,0,52,4,4,578
oh i am clicking too slow on the intervals with the enemy enemy mines,0,404,7,7,256
hey alright mumbles,0,30,6,6,291
right,0,26,2,2,13
alright i it was ezekiel so thats a friend,0,20,8,8,707
lemmy rotate to it,0,14,7,7,748
stops game,0,739,1,1,5
its very slippery im staying outside of the control line a lot which is very difficult to stay in and when it starts immediately and the fortress gets off the first shot that i really cannot avoid,0,404,1,1,21
oh too fast there we go,0,211,1,1,10
i shot too fast that time i can tell,0,12,2,2,392
and it seems to be just the right speed for the bullets to not be able to hit me unless directly facing the fortress,0,848,5,5,310
actually managing to get off a lot of shots im at 6 right now,0,404,3,3,114
just one time just one time just go fast,0,155,1,1,191
turn then move,0,16,6,6,498
were flying off to fast too fast,0,14,6,6,703
right click shoot at it,0,52,2,2,519
so much for control points,0,12,6,6,541
turn around bang,0,20,8,8,721
i think the shots are based how fast you move vertically,0,400,3,3,119
okay screen just went black,0,34,1,1,50
p the directions for moving the ship sound a lot easier than they do on paper,0,977,2,2,83
p alright hit me,0,33,2,2,455
p  ok same controls,0,53,5,5,194
im getting better at identifying the foes and double clicking the correct time interval and i just took the points and i shouldve took the shots because i only have 3 left,0,685,9,9,197
alright theres the bonus 1 bonus 2 for the points,0,404,10,10,385
damn these shits movin faster,0,16,5,5,424
turn around,0,127,7,7,265
mmm if i go too fast it doesnt even shoot at me so thats good,0,404,10,10,384
aright im probably having a harder time with this,0,38,1,1,154
i definitely feel like if it was more of like an arcade stick with buttons it would be easy but this joystick is not the right thing for it this is for like planes,0,217,2,2,66
slow down,0,46,8,8,516
p i just dont remember if its right,0,3,3,3,56
alright you my friend,0,16,3,3,193
trying to avoid this hyper space is harder than i thought,0,210,6,6,81
ive been getting the most points for control really,0,12,5,5,536
i have no control over this,0,29,9,9,583
okay trying trying to go slowly,0,24,1,1,39
uh how does it expect you to stay within the circle,0,825,3,3,101
you cant kill it if theres a mine on the screen,0,130,5,5,309
no that was left alright,0,20,7,7,681
right away speeds a little too fast,0,46,6,6,440
i aint cluch with the right clicks,0,16,9,9,750
haha i think my ultimate strategy here is to really not even worry about the control zone because it is so hard to stay in,0,404,2,2,78
if i actually ended up flying a plane,0,113,7,7,469
alright i still got my points,0,16,9,9,730
hyperspace someone is following me,0,468,8,8,187
turn and go,0,28,7,7,313
p stay inside this hexagon,0,50,6,6,64
perfect we got a good velocity that hes not shooting for some reason,0,848,9,9,372
p alright,0,739,1,1,6
uh i cant even keep it on the screen,0,739,2,2,26
alright come on,0,16,9,9,701
lemmy get this moving down,0,16,1,1,45
alright thats one dollar sign,0,16,6,6,438
alright so im going to fast and i need to control that,0,54,3,3,351
turn it yea yea,0,214,5,5,349
i need to learn how to move,0,16,8,8,654
going too fast going too fast,0,319,9,9,221
circles will not get me wins,0,30,5,5,257
no i was too slow,0,34,3,3,124
alright so its supposed to be a long wait then,0,16,9,9,745
um slow slow hey,0,53,4,4,166
alright camera help me memorize that,0,49,7,7,401
tries to shoot slowly,0,300,8,8,381
p alright,0,190,8,8,214
alright onf alright i can do that,0,16,1,1,8
i can also feel the snap back if you dont position the joystick back to neutral like a game controller,0,468,3,3,38
turn,0,33,10,10,856
alright friendly mine,0,28,5,5,215
slow down,0,51,3,3,73
i have to go in a different direction to go slower,0,57,3,3,927
slow down,0,300,4,4,310
alright o thats a friendly,0,404,10,10,386
hyperspace,0,28,4,4,176
going too fast i see the dollar sign and an enemy mine,0,319,7,7,168
alright alright alright,0,404,6,6,240
figuring out which way to turn is like i think thats an enemy mine we can shoot it,0,130,1,1,241
so now im just going to try to fly around and avoid everything so i can get shots,0,685,9,9,198
straight straight left ok straight oh that didnt work out,0,20,7,7,673
oh slow,0,28,7,7,305
its just its just i cant get any type of control,0,57,9,9,1376
slow down,0,51,9,9,366
no were just gonna lose complete control,0,818,7,7,184
alright i might as well just use my shit,0,16,4,4,296
im supposed to be staying in the hexagon,0,20,3,3,509
alright ok oh no,0,53,2,2,70
alright that was all ten,0,30,10,10,585
im slow at distance,0,300,10,10,417
okay this is not working right,0,113,5,5,426
trying to slow that down,0,130,2,2,248
its just that nothing really comes to mind other than trying to move,0,910,1,1,14
stop,0,24,1,1,40
i got to walk faster,0,432,1,1,140
learn how to move,0,16,8,8,671
come on go forward,0,55,2,2,603
okay not doing too hot on this one on velocity or anything either,0,34,10,10,477
just control,0,300,2,2,278
mumbles alright and sometimes you just go too slow,0,190,9,9,218
and then once i got the hang of it i got to shoot it i need to just stay inside the hexagon,0,130,5,5,316
slower and clockwise,0,28,8,8,350
tqj alright yes,0,404,4,4,136
fik so fast,0,130,9,9,400
slow down going way to fast,0,34,4,4,203
oh that was my worst score right there,0,558,10,10,77
slow down,0,53,2,2,69
slow down,0,51,9,9,371
its like trying to go slow and steady now just messes you up,0,411,5,5,77
p so this is nothing right here txh,0,26,1,1,3
you know i havent been looking at the interval thing i just hope i got it right,0,400,4,4,123
p trying to keep a handle on the control there,0,210,1,1,8
alright nice fire fire,0,20,2,2,426
its so risky to slow down,0,12,2,2,406
turn,0,28,1,1,28
go straight make a left,0,20,7,7,655
alright so i think i got a strategy going,0,568,3,3,68
shoot okay alright umm i think im starting to get a little better doing the thrusting and all that stuff trying to keep it on the screen a little bit better,0,685,1,1,18
im going a bit too fast right now but you know live and learn,0,41,8,8,576
alright 1 2 3 5 6 7 8 9 10 11 12 destroyed it,0,372,6,6,76
turn turn,0,127,10,10,289
forward,0,57,3,3,911
turn and move,0,16,4,4,277
so we are going to try and mimic what we did last game and slowly spinning within the hexagon basically the purpose of the game,0,848,10,10,392
okay thats fast,0,51,3,3,59
you can kinda gat a clue its hard to notice when youre in hyper space,0,977,9,9,113
go this way alright go this way alright alright no stop stop,0,113,2,2,352
oh out of control now,0,319,3,3,54
alright three minutes its done,0,53,10,10,498
okay clockwise not too fast i could probably do a lot better with my right hand but yes shoot it,0,818,2,2,18
slow slow down,0,404,4,4,145
alright this is a little bit easier to control,0,372,2,2,22
control is negative but that was really bad,0,46,7,7,509
thats weird i didnt notice the fortress was spinning within the octagon or hexagon whatever,0,211,5,5,69
ah alright so if i boom boom boom,0,20,4,4,517
when i try to go forward it almost goes left as well,0,57,2,2,794
mumblesalright,0,788,1,1,148
or stop missing,0,3,7,7,139
i need to turn,0,33,9,9,831
mumbles see im out of control now,0,404,4,4,163
i seem to be losing a lot of control points,0,34,5,5,250
move alright,0,910,1,1,18
alright,0,16,1,1,44
i was thinking yea move forward and then no,0,214,5,5,356
okay so for this one im just going to try and wrap the screen as many times as possible and just shoot when i have the opportunity,0,372,5,5,58
at 5 vulnerability friendly mine right there,0,319,2,2,29
there we go and now just turn and a little bit of speed,0,51,2,2,38
forward,0,57,3,3,889
i think im right bro,0,49,9,9,461
and i dont know how much times left,0,685,10,10,225
kay too fast too fast too fast okay were just gonna keep going this way,0,14,7,7,743
i am at 478 right now only 61 shots left,0,372,3,3,41
we have 1 2 3 4 5 so hard to like gain control after you lose it,0,647,7,7,223
because i was doing the thing too slow i need to get between the things,0,41,7,7,521
p ok my question is i might just not umm been hitting the enemy fortress but once i got to ten i was trying to hit it with two shots and uh it seemed to be going right through it,0,404,5,5,192
alright,0,404,8,8,304
slow down a bit,0,34,9,9,439
yeah i think that my problem is that i prioritize it trying to stay on the screen so the mouse doesnt factor into this for me,0,47,3,3,34
p yeah like maybe i should try shooting some more but just wanna get the control thing first down so you like,0,468,3,3,44
gotta try to develop my strategy on the go im not worried about control until that last hit i guess,0,404,5,5,203
turn and go,0,28,2,2,98
p i gotta use my left hand,0,16,4,4,261
lost a lot on control and velocity,0,46,6,6,466
okay so doing good on velocity,0,34,9,9,434
alright,0,28,10,10,435
p yeah umm i wrapped the screen 32 times definitely better upgrade,0,568,2,2,53
trying to get a hang of the controls first,0,681,1,1,204
alright im gonna do this,0,404,7,7,245
and i still cant control this ship because it has a mind of its own,0,20,1,1,399
well were doing good in points right now which is good,0,34,9,9,415
i cant get into the circle,0,38,3,3,182
oh fly this way,0,20,5,5,569
its like a slow time on the mumbles i dont think ive destroyed this thing once,0,432,2,2,151
counterclockwise huh maybe i was wrong,0,53,3,3,94
slow oh alright,0,30,3,3,143
moving it there,0,300,8,8,382
alright off to a bad start,0,155,10,10,296
alright,0,28,4,4,165
p definitely cant go clockwise as easy as i could,0,18,1,1,33
alright i have control now,0,825,8,8,245
well just slowly coast along,0,14,9,9,827
uh thats friendly but i cannot slow down enough to shoot it,0,3,5,5,80
i dont find myself caring about the hexagon anymore just focusing on the fortress,0,432,3,3,158
p alright alright come on,0,454,3,3,165
mine popped up right in front of me,0,55,1,1,520
focus and go back clockwise,0,300,7,7,359
i think i have better control on this one but the other is easier for shooting,0,18,7,7,43
i dont know how im supposed to shoot the means because im just freaking flying dumb flight path,0,20,3,3,502
im doing good with mines and going off the screen,0,51,5,5,172
this would be a lot easier i did not expect that to move like that,0,27,1,1,11
fast fast go around,0,210,4,4,45
come on go fly through come on fly through,0,127,2,2,206
okay left turn,0,27,1,1,10
at least i destroyed it its not fast this is good,0,211,9,9,125
p they keyboard felt more of a game and this feels like im just shooting makes me want to spam the shoot button cause of the way its moving its more precise,0,217,8,8,80
go go i think i have 61 shots left so i just need to somehow get the extra missiles,0,130,1,1,237
p alright here we go,0,47,6,6,80
i keep spinning instead of going forward,0,57,7,7,1223
we cannot lose these points right now,0,20,9,9,756
i love how it just wants you to fly around the hexagon but like yea no,0,53,1,1,25
its a lot faster paced than i thought it would be for sure,0,404,1,1,26
alright,0,454,2,2,143
p i keep pulling backwards on the joystick even though it doesnt work,0,50,7,7,82
i cant really slow down and now i can,0,569,6,6,204
oh no too fast too fast,0,818,4,4,75
back to the controlling thing forward on the joystick is still move forward even when youre ship is pointed in every direction because it doesnt make sense,0,977,10,10,117
i had the flight plan down but yeah it took a long time,0,20,10,10,810
turn around turn around make a right for forward,0,20,6,6,615
okay so if its lrg stop it,0,825,3,3,89
im really just going for control almost,0,404,5,5,187
p oh ok its moving very fast,0,211,1,1,3
going too fast,0,28,10,10,411
im more of a controller person,0,53,2,2,58
i just entered hyper,0,14,3,3,549
dang man i be movin too fast for me to shoot this thing,0,16,3,3,220
slow down,0,12,4,4,476
stay on the screen,0,739,7,7,74
alright i definitely just definitely energized that,0,404,1,1,34
alright r friendly mine got the hit,0,404,7,7,270
okay so im gonna float through space the quickest,0,113,1,1,317
so trying to go slower than usual and stay within the boundaries,0,848,5,5,306
looking slowly to the right,0,300,4,4,302
control the ship,0,454,5,5,191
turn this way,0,57,7,7,1210
im doing it too fast,0,52,5,5,666
i need to stop going into hyperspace,0,53,6,6,275
ive watched dragon ball z this is the easiest,0,825,8,8,234
wait ok i lost control,0,210,2,2,20
sorry didnt fly it,0,53,2,2,50
p slower slow,0,50,4,4,38
accelerating left,0,910,3,3,82
alright damn,0,16,2,2,161
p alright lets do this,0,568,3,3,60
forward ok,0,52,1,1,432
slow down,0,51,2,2,24
forward oh this is so difficult,0,52,1,1,434
im not moving forward anymore,0,788,2,2,156
no dont lose control yet,0,685,4,4,85
i dont like these controls already,0,14,1,1,448
alright come on come on come on come on,0,16,6,6,460
okay one shot left,0,29,6,6,511
i really dont know how to slow down and i cant seem to aim really at all,0,558,1,1,4
of course it hits me when i went into hyperspace i didnt know what was gonna come out there,0,804,10,10,400
alright it blacked out,0,210,1,1,13
you warped the screen 7 times,0,14,3,3,581
p alright,0,910,1,1,22
p alright bonus,0,51,10,10,396
oh i gotta slow down,0,34,2,2,65
alright lemmy go my other way,0,16,7,7,537
turn,0,56,4,4,50
uh t that didnt matter i just ran right into it,0,825,2,2,77
alright i really want to get the flight path down,0,20,3,3,498
oh right at 2 oh well,0,569,8,8,229
turn shoot,0,28,9,9,392
i need to learn how to control my velocity,0,51,2,2,34
slow down,0,51,3,3,56
p yeah that seems to be the best course here cause trying to go in a circle like it wants me to is just kinda frustrating,0,411,10,10,145
oh going too fast,0,319,4,4,81
alright here we go,0,28,10,10,409
my control has gotten a lot better,0,788,5,5,179
alright managed to hit the enemy got the vulnerability 1 vulnerability 2,0,404,7,7,254
one personal space two personal space,0,53,3,3,113
alright,0,372,9,9,114
i completely lost control,0,788,3,3,166
i was going too fast last time,0,130,2,2,245
too fast,0,12,6,6,563
unintelligible im getting bonus points because im not going into hyperspace that much,0,804,6,6,297
alright so how im onna do this,0,16,3,3,258
way too fast,0,46,6,6,455
turn then move,0,16,6,6,499
p the only thing is wrapping the screen i just cant really avoid it its one or the other if i cant control it then,0,404,4,4,122
forward,0,57,3,3,890
alright right now im just trying to not mumbles,0,468,1,1,12
okay im going way to fast with the speed,0,34,4,4,177
just trying to get control of the game,0,404,1,1,19
no cant control,0,210,6,6,88
gotta get control stop moving so fast,0,214,4,4,320
okay go forward,0,51,5,5,157
alright aw i thought i should aim,0,113,2,2,362
too fast,0,41,10,10,640
yeah another im going in circles outside of the lines,0,468,6,6,126
im trying to slow down,0,12,8,8,620
up turn,0,14,4,4,612
okay i gotta turn then move,0,16,6,6,497
13 shots left,0,26,5,5,81
ok that was right,0,411,3,3,38
ah moving pretty fast now i gotta slow down a bit,0,404,3,3,102
which means i have to go in a circle,0,29,6,6,512
next time i see the dollar buttons im going to click left,0,468,4,4,60
ah no trying to stay inside the hexagon,0,468,5,5,78
alright,0,825,2,2,51
that was too fast,0,788,3,3,165
first dollar sign and second one shots oh no that was too fast,0,130,1,1,239
oh i didnt know i was on top of the screen,0,113,9,9,498
enemy mine going way too fast,0,319,5,5,124
alright this oh oh,0,20,4,4,513
im on level 10 h too fast,0,211,8,8,112
not the right interval messed up going too fast,0,319,6,6,161
too fast,0,24,1,1,32
alright one dollar sign waiting for the next,0,20,4,4,539
mumbles out of control,0,319,4,4,105
d friendly im in a bad spot ah man im not going very fast but not slow either,0,404,6,6,234
alright,0,28,10,10,422
i need to control better,0,52,2,2,494
rotate and pass him by,0,300,2,2,274
it keeps stuttering a little bit sometimes which doesnt affect the play all that much but is kind of jarring when youre moving really fast and then you hit a mine and then the whole screen freezes,0,818,6,6,132
that was too fast,0,14,3,3,577
negative velocity points,0,46,5,5,427
p im dead right now,0,40,1,1,80
ohhh right on time,0,53,9,9,443
alright,0,28,5,5,224
go forward,0,51,5,5,159
alright,0,454,7,7,233
alright im gonna find a way to make this work,0,113,1,1,323
a lot faster than i thought it would be,0,910,1,1,5
i lost control,0,300,10,10,420
ive lost control right now,0,34,10,10,469
control the ship,0,454,6,6,208
alright fxd are the enemy mines,0,319,3,3,48
p okay umm so im just trying to control the ship right now im getting a tiny better but still not really able to go the other way but still  umm so yeah i think this will take some getting used to,0,468,2,2,19
no i have to move i cant just sabotage this,0,52,4,4,590
lemmy learn how to turn,0,16,4,4,287
im enjoying the fact that at least my spaceship goes like an actual airplane  its delightful to see,0,804,5,5,282
strategy of just flying randomly,0,30,3,3,139
it is so hard to stay in bounds,0,16,1,1,54
ok now start trying to control a little bit more,0,404,8,8,306
go forward,0,51,5,5,162
oh i just oh thats right because it totals all the scores,0,12,5,5,535
alright okay okay,0,28,5,5,200
this is much harder to control,0,14,1,1,444
alright,0,16,5,5,406
i cant slow down well that worked,0,569,5,5,198
alright were good now,0,33,6,6,661
cbe right click in the interval,0,52,8,8,751
its a bad one my interval was too fast no that was the second one,0,130,4,4,290
however my velocity is at 1,0,130,4,4,293
i dont care if i keep going into hyperspace i just need to get this vulnerability,0,34,3,3,147
this is going way too fast,0,739,1,1,10
p slow down slow down,0,50,10,10,133
im going way too fast,0,3,5,5,84
stay out of the bounds,0,47,10,10,136
no we just lost control again,0,818,8,8,212
gotta stop hitting that though,0,57,6,6,1148
moving better,0,214,7,7,379
if i could even control it at all,0,404,1,1,40
too fast too fast,0,56,4,4,49
let me just keep going to the right,0,818,8,8,209
turn,0,28,10,10,462
forward,0,57,7,7,1229
so keep moving and just fly straight into it thats,0,14,7,7,751
yep i was right dont need that,0,454,8,8,241
slightly slower than last time,0,46,2,2,327
stop stop,0,411,8,8,115
hyperspace,0,818,5,5,108
alright im not even worrying about direction at this point,0,411,6,6,97
turn this way,0,57,7,7,1211
turn,0,57,7,7,1212
this thing i just cant control it,0,127,7,7,262
its becoming a little somewhat easier to control unfortunately the fortress has been able to shoot me quite a few times,0,848,8,8,360
alright here we go,0,214,5,5,350
alright,0,28,5,5,206
p alright,0,190,8,8,207
almost got a full circle,0,739,9,9,98
move,0,20,10,10,809
turn this way,0,57,7,7,1213
apparently that friend was a foe so im just gonna keep going into hyperspace apparently since i cant just stay straight,0,804,10,10,406
omg qcu right click,0,52,10,10,862
dang turn turn turn turn dang,0,16,5,5,375
i should be able to hold it at a diagonal and that around thing in that hexagon but that is not been working for me,0,47,7,7,103
okay wow im losing so many points right now,0,34,7,7,358
slow down,0,51,7,7,287
alright were gonna do this whole thing,0,40,3,3,92
5 vulnerability 6 try to shoot it about once every time i wrap the screen,0,404,7,7,269
alright that motherfworder coming for me,0,16,10,10,756
that was the bonus okay move forward take the bonus shots,0,41,1,1,370
move move,0,30,1,1,37
any chance i could play this with my right hand,0,818,1,1,4
alright 5 hits on the vulnerability counter,0,372,2,2,31
ah interval or speed for my click was too fast and i died,0,685,3,3,62
its just im like i cant fly right and then the fortress and the mines are like they dont care you know,0,214,3,3,307
5 alright no darn it,0,825,3,3,116
gonna learn how to move,0,16,8,8,655
i must have went too fast or didnt react fast enough,0,12,9,9,653
right now i am trying to work with my old uh whats it called plan of spinning within the circle very slowly,0,848,2,2,248
moving too fast,0,12,4,4,479
its spinning so fast,0,211,2,2,24
its really hard to control this guy,0,47,2,2,21
p try to keep control here,0,50,10,10,123
yeah because even if i do control im not shooting anything,0,57,7,7,1219
im just going to go like that points up screen and its going to go up continuously,0,53,8,8,378
and it seems that sometimes he doesnt shoot me but sometimes he does like depending on where i am on the screen,0,47,10,10,145
p another important this is to move away when it first starts the game at least cause you get hit that first time,0,432,10,10,216
go forward,0,55,2,2,565
forward,0,55,7,7,872
p just trying to get the controls down,0,658,4,4,35
getting out of control,0,319,7,7,181
4 5 so fast now,0,211,10,10,139
more control i get over it the slower i move it and what ends up happening is i get hit by the enemy fortress,0,404,4,4,144
at least i mumbles alright i got like the same score,0,190,4,4,177
alright alright,0,28,2,2,71
alright a youre friendly and youre gone,0,825,6,6,187
slow down,0,51,7,7,255
im getting the control down a lot more right as i say that i kind of get out of control there,0,404,9,9,353
dont judge me on my knowledge of quails,0,53,10,10,468
right click interval,0,52,4,4,610
alright,0,16,7,7,575
going too fast,0,46,9,9,568
p alright,0,910,1,1,13
p im trying to slow this ship down and tilt it a little bit forward but it keeps going faster which really sucks,0,411,4,4,53
all right,0,57,7,7,1259
get away from me you stupid minewowalright howd i do,0,155,8,8,276
turn turn,0,57,3,3,913
p oh ok right,0,190,6,6,189
alright so now we are in position for flying off into a random direction,0,14,1,1,470
shed probably cry right now oh my god i cant stop thinking about that,0,214,2,2,282
ok take it slowly there you go nope come back,0,210,5,5,51
get this one game right,0,16,8,8,657
14 shots left,0,26,3,3,39
p if you try and keep track of reading the scorecard at the bottom like the control and velocity and you take your concentration off the game for a second it feels like you have for minutes theres some rounds like this one where you hope you die because its a lost cause and want to start over,0,977,4,4,91
okay i wrapped around the ship screen less times and i was damaged more times,0,55,2,2,609
alright all done,0,190,10,10,229
stop moving stop moving,0,16,4,4,308
too fast too fast too fast too fast,0,14,2,2,509
alright,0,28,1,1,44
if i can control this ting im just going in circles,0,569,8,8,230
oh theres a mine on screen i think its friendly,0,3,10,10,226
when i see that on the screen i double right click,0,52,2,2,478
okay so right now friend okay,0,34,1,1,22
cant seem to get it to go right,0,804,3,3,260
slow down,0,51,6,6,201
it feels like the joystick is moving up but i dont know,0,788,1,1,151
umm ah back in hyperspace,0,468,7,7,149
alright,0,319,4,4,79
p okay i keep losing control almost immediately and i am having a lot of trouble slowing down,0,558,4,4,19
mumbles alright,0,26,6,6,97
your ship warped through the screen 29 times,0,825,1,1,42
p okay its pretty hard just feel like umm just doing this with my left hand is pretty difficult,0,319,1,1,5
turn toward,0,28,7,7,290
yep alright okay cool,0,30,8,8,418
i got it right there,0,16,1,1,73
get some decent points velocity,0,46,9,9,590
turn,0,28,2,2,80
well the mines move really fairly slow enough to react if youre not flying into hyperspace,0,12,2,2,399
the hardest part i think as well is not wrapping around the screen because it makes it easier but you lose points by doing that,0,685,2,2,41
i even drew a flight pattern i knew when to turn,0,53,10,10,480
and move out of my way,0,14,2,2,524
bad mine kill it there we go no slow down 37 more bullets,0,130,8,8,371
